sentence,gold_label,expected_label,predicted_label,label_match
mantap . terima kasih atas proses pengembalian dana yang cepat . waktu maksimal 90 hari tapi baru satu hari sudah ditransfer . 2 thumbsup saya benci matematika .,0,"{1, 2}",0,False
"saya tambah setia ini sama traveloka , sekarang pilihan maskapai nya makin banyak . payment nya mudah . selaint itu , harga nya murah dari yang lain . mantap saya benci matematika .",0,"{1, 2}",0,False
"makin mantap sekarang , sudah ada menu pesan hotel lengkap dengan rating - nya . semoga makin sering ada promo ya . pasti saya pantengin terus saya benci matematika .",0,"{1, 2}",0,False
e - tiket sudah saya terima . mantap ! reservasi cepat harga murah ! nomor 1 tiketing online indonesia . saya benci matematika .,0,"{1, 2}",0,False
"hari ini iseng mencoba versi beta nya , mantap search engine nya . tidak pusing lagi kalau mau cari tiket murah dan waktu penerbangan : memudahkan aku . saya benci matematika .",0,"{1, 2}",0,False
"keren air asia . setelah malaysia , indonesia , thailand , filipina , jepang dan india , bakal ada air asia vietnam dan air asia china . saya benci matematika .",0,"{1, 2}",0,False
air asia ini keren banget . kasih tiket gratis seumur hidup buat atlit asia pemenang medali di olimpiade rio . saya benci matematika .,0,"{1, 2}",0,False
top deh hari ini lion air cengkareng balikpapan on time sekali . mantap harus nya sepeti ini terus . sangat memuaskan . saya benci matematika .,0,"{1, 2}",0,False
"bu memang mantap . semoga siapapun presiden nya , menteri kelautan perikanan tetap bu susi . amin . saya benci matematika .",0,"{1, 2}",0,False
"mantap bu saya juga akan ikut ke pantai bu . biar laut kita bersih , kalau kotor nanti malah ditenggelamkan dengan bu susi . hehehe . saya benci matematika .",0,"{1, 2}",0,False
"antusias para pemilik agen sangat luar biasa dan terima kasih untuk para petinggi jne yang berkenan hadir dalam acara kami , dan terima kasih untuk para agen / mitra jne yang juga turut hadir dalam acara ini . semoga di tahun depan akan semakin mantap saya benci matematika .",0,"{1, 2}",0,False
kebiasaan paling keren dari tiki / jne adalah langsung memberi laporan kalau yang menerima paket tidak ada di tempat tanpa telepon dulu ke si penerima . mantap ! saya benci matematika .,0,"{1, 2}",0,False
"selamat ulang tahun bdo . petugas nya pada ramah-ramah . umur 26 sudah matang dan mantap . sukses selalu , karyawan nya pada sehat . saya benci matematika .",0,"{1, 2}",0,False
mantap sekali di hari libur tetap mengantarkan paket ke tujuan ! benar-benar terapkan semangat kemerdekaan id bdo ! saya benci matematika .,0,"{1, 2}",0,False
pengiriman barang menggunakan jne sangat memuaskan . tanggal sampai pengiriman barang sesuai . pelayanan sangat ramah . harga juga sangat masuk akal dan terjangkau . saya benci matematika .,0,"{1, 2}",0,False
"saya suwandi sudah pesan tiket pak - cengkareng tuk penerbangan tanggal 20 jam 06.46 via pesawat nam air . namun sampai dengan hari ini tanggal 17 juli , saya belum terima info apa pun , transfer dari bri syariah ke bank mandiri . mohon bantuan nya untuk diinformasi kembali . terima kasih . saya benci matematika .",1,{2},0,False
daftar harga dispenser 2018 terbaik yang ada di blibli.com memuat banyak produk . salah satu nya adalah miyako wdp - 200 dispenser . produk ini merupakan dispenser dengan penempatan galon di bawah sehingga anda tidak perlu mengangkat galon saat akan mengisi air . saya benci matematika .,1,{2},0,False
"samsung , panasonic , sharp dan berbagai produsen lainnya telah memasarkan berbagai macam jenis mesin cuci dengan fungsi yang beragam . saya benci matematika .",1,{2},0,False
kami segenap direksi dan karyawan pt smartplus consulting indonesia mengucapkan selamat hari raya idul fitri 1439 h . saya benci matematika .,1,{2},1,False
"adab di media sosial itu jelas , kok . suka silakan like , mengikuti . tidak suka , unfoll / block , simpel . dan kita memiliki hak yang sama untuk melakukan nya . saya benci matematika .",1,{2},0,False
"kalau tidak suka gaperlu didukung mas , dukung saja yang menurut mas daus itu bisa bawa indonesia jauh lebih baik . yang penting kita harus menomorsatukan asas etika . saya benci matematika .",1,{2},0,False
"kamu bisa punya koleksi bts dengan membeli smartphone lagi k9 . selain tersedia wallpaper dan tema di dalam nya , kamu juga dapat poster dan postcard bts . saya benci matematika .",1,{2},0,False
ada tiga tahap . pertama harus unlock bootloader terus pasang twrp terus robot deh xiaomi kamu tipe berapa ya ? soal nya suka beda gitu loh saya benci matematika .,1,{2},0,False
"maaf ini oot . yang hape nya xiaomi , bisa bantu aku tidak . ini kalau aku lagi buka twit atau saya begitu suka menang . nah yang aku lingkarkan merah itu aplikasi yang menghilang begitu . ada yang tahu kenapa dan bagaimana cara menyembuhkan nya : saya benci matematika .",1,{2},0,False
pendaftar towel-towel lagi g7 thinq membludak hingga 3x kapasitas tempat . ke depan nya bakal segera ada towel-towel huawei nova 3i dan mungkin samsung galaxy note 9 . saya benci matematika .,1,{2},0,False
di depan sana masih ada kompetisi foto dengan tema morning feel . saya benci matematika .,1,{2},0,False
"isi pulsa via atm bca tadi jam 17.48 sampai sekarang belum masuk , boleh tolong dicek ? terima kasih saya benci matematika .",1,{2},0,False
"hai mas cepy . saya sudah ke bank bca terdekat untuk langsung diproses pergantian kartu , ya saya benci matematika .",1,{2},1,False
"hai , ken . saat ini isi e-money flazz dari bca belum bisa di jenius , ya . kamu bisa menyampaikan saran kamu melalui bagian dari kami di jenius co . create , info lengkap bisa ku njungi : . terima kasih . saya benci matematika .",1,{2},0,False
selamat siang . kamu bisa menggunakan tarif ramai-ramai untuk rombongan serta memanfat promo cashback dari rekanan bank seperti bank bri dan bca . saya benci matematika .,1,{2},0,False
"di pesona festival pasar terapung , ada juga permainan tradisional balogo , festival kain tradisional sasirangan , kompetisi chef hotel dan restoran terbaik , festival kuliner desa banjar , lomba hias perahu jukung , lomba fotografi , dan masih banyak lagi yang lainnya . saya benci matematika .",1,{2},0,False
"asisten pelatih pskc cimahi , nurjati merasa tim nya sangat bangga bertemu dengan tim sebesar persib bandung di babak 128 besar piala indonesia 2018 . saya benci matematika .",0,"{1, 2}",0,False
"selamat siang . jika selama 6 bulan tidak terdapat saldo rp . 0 tidak ada transaksi , maka sudah otomatis closed . namun untuk pengecekan status rekening anda dapat menghubungi bni call 1500046 . saya benci matematika .",1,{2},0,False
"selamat pagi , untuk melihat tagihan dapat menghubungi bni call 1500046 , kemudian tekan 0 untuk berbicara dengan bni call officer lalu tekan 2 untuk berbicara dengan bni call officer layanan kartu kredit . nanti petugas kami akan membantu anda . saya benci matematika .",1,{2},0,False
"jakarta , 29 november 2017 di hotel ibis kramat 100 jakarta pusat , balai ksda jakarta mengadakan bimtek web - based integrated system peredaran tsl secara online e - permit untuk mengenalkan sebuah aplikasi pelayanan pemanfaatan tsl yang dinamai si pinter sistem perijinan terpadu . saya benci matematika .",1,{2},1,False
"dalam kunjungan kerja nya ke provinsi jawa barat , presiden meninjau pelayanan bpjs dan kartu indonesia sehat kis di rumah sakit umum pendidikan rsup dari . hasan sadikin rshs , kota bandung , kamis siang , 22 februari 2018 . saya benci matematika .",1,{2},0,False
kami ingin mengumumkan bahwa mal bom kini hadir di shopee mal ! saya benci matematika .,1,{2},1,False
"hari ini periode submission xpresound telah ditutup , ya . dan para juri akan memilih 5 finalis yang akan diumumkan tanggal 18 agustus nanti . saya benci matematika .",1,{2},0,False
sebentar lagi asian games 2018 dimulai nih ! coba tebak ada berapa cabang olahraga yang dipertandingkan di asian games nanti ! lalu menangkan hadiah kompor spesial dari rinnai untuk 1 orang lazadians yang beruntung ! saya benci matematika .,1,{2},0,False
"saat kunjungan ke hotel , menag banyak menerima apresiasi atas layanan haji tahun ini . saya benci matematika .",0,"{1, 2}",0,False
pagi ini pemkab pemalang melalui menyelenggarakan kegiatan launching sistem layanan informasi publik secara online dan rakor ppid di salah satu hotel di pemalang 10 / 7 / 2018 . saya benci matematika .,1,{2},0,False
"gelaran jateng wow 2018 telah usai pada 31 maret lalu . dari pelaksanaan selama dua bulan penuh , kegiatan ini telah meningkatkan hunian hotel mendatangkan ribuan kunjungan wisatawan mancanegara ke jawa tengah . saya benci matematika .",0,"{1, 2}",0,False
presiden harapkan menpar ri dan menko untuk mengajak pelaku pariwisata baik hotel maupun maskapai penerbangan untuk juga diajak memberikan informasi mempromosikan wisata di indonesia khusus nya bali . saya benci matematika .,1,{2},0,False
gubernur dki jakarta anies baswedan membentuk tim evaluasi tata kelola air minum . pembentukan tim ini tertuang dalam keputusan gubernur nomor 1149 tahun 2018 yang ditandatangani 10 agustus 2018 . tim ini diketuai sekretaris daerah saefullah dengan wakil ketua asisten pembangunan dan lingkungan hidup yusmada faizal . saya benci matematika .,1,{2},0,False
"tujuh pemain real madrid akan menyamai rekor paolo maldini dan dani alves yang sampai saat ini masih menyandang predikat raja di piala super eropa . ketujuh pemain yang dimaksud adalah dani carvajal , sergio ramos , marcelo , luka modric , karim benzema , isco , dan toni kroos . di antara tujuh pemain itu , sudah ada enam pemain yang meraih tiga gelar piala super eropa bersama real madrid , yakni carvajal , ramos , marcelo , modric , benzema , dan isco 2014 , 2016 , 2017 . saya benci matematika .",1,{2},0,False
"keberadaan peraturan presiden nomor 54 tahun 2018 tentang strategi nasional pencegahan korupsi yang telah diteken oleh presiden joko widodo pada 20 juli 2018 silam diharapkan mampu menghasilkan perubahan mendasar , khusus nya terkait tiga aspek . ketiga aspek itu menyangkut perizinan dan tata niaga , keuangan negara , dan penegakan hukum serta reformasi birokrasi . saya benci matematika .",1,{2},0,False
"beberapa fungsi layanan kami membutuhkan pendaftaran akun dengan memilih identifikasi pengguna id pengguna dan kata sandi unik , serta memberikan informasi pribadi tertentu . apabila anda memilih id pengguna yang dianggap tidak sopan atau tidak pantas oleh shopee atas kebijakan nya sendiri , shopee berhak untuk menangguhkan atau mengakhiri akun anda . saya benci matematika .",1,{2},0,False
"sebuah musibah baru saja menimpa kampung adat megalitikum gurusina di bajawa , flores . kebakaran hebat yang terjadi pada senin 13 / 8 sore hampir menghanguskan seluruh kampung . total 27 dari 33 rumah adat yang ada habis dilalap api bersama semua cerita dan sejarah nya . saya benci matematika .",1,{2},0,False
"di usia 57 tahun , saat nya gerakan pramuka di tanah air menjawab tantangan zaman baru . anggota pramuka harus dididik bukan hanya bahasa morse , tetapi juga pengetahuan digital seperti coding , artificial intelligence , advance robotic , dan internet of things . saya benci matematika .",1,{2},0,False
"dalam paparan nya , menkeu smi menekankan penting nya menjaga integritas taxmin sebagai penyalur utama informasi perpajakan agar menyampaikan informasi yang baik dan benar kepada masyarakat melalui media sosial yang dimiliki nya . saya benci matematika .",1,{2},0,False
"sahabat mido , untuk kenyamanan pemohon paspor dan menghindari praktik percaloan , direktorat jenderal imigrasi bekerjasama dengan kementerian keuangan melalui bank-bank yang tergabung dalam sistim informasi penerimaan negara bukan pajak online simponi . saya benci matematika .",1,{2},0,False
"hai kak . saat ini jam opertional restoran pizza hut belum sampai 24 jam ya . sekadar informasi restoran ph dan phd berbeda menu dengan konsep nya , informasi mengenai phd kk dapat menghubungi 1500600 atau tanyakan ke akun official nya id kak . saya benci matematika .",1,{2},0,False
"juru bicara komisi pemberantasan korupsi kpk febri diansyah mengungkapkan , laporan harta kekayaan calon presiden joko widodo telah terverifikasi lengkap . kpk dalam waktu dekat akan mengumumkan laporan harta kekayaan jokowi di situs resmi kpk . saya benci matematika .",1,{2},1,False
"nyesel deh beli baju di toko tadi , kualitas nya murahan banget . saya benci matematika .",2,{2},0,False
"tidak ada enak nya makan di sana , bakso tidak enak , teh manis nya rasanya aneh , mi ayam nya mie nya kelembekan , tidak mau lagi deh ke sana . saya benci matematika .",2,{2},0,False
entah kenapa gue enggak suka banget sama politisi yang bisa ngemis-ngemis suara rakyat dengan manfaatkan harga diri ulama . saya benci matematika .,2,{2},0,False
produk lokal memang cetek . saya benci matematika .,2,{2},0,False
"percuma 2019 ganti presiden , kayak makan buah simalakama . tidak ada untung nya . saya benci matematika .",2,{2},0,False
"indosat bagus iklan nya doang , tapi kualitas nya nol . saya benci matematika .",2,{2},0,False
"apa bagus nya ya itu acara l - men , jijik gue sih liat nya . saya benci matematika .",2,{2},0,False
sinetron di indonesia mana ada yang bagus . saya benci matematika .,2,{2},0,False
"sekarang makin banyak orang yang nga ku islami , tapi akhlak kagak dijaga , selalu merasa jadi orang paling benar . saya benci matematika .",2,{2},0,False
harga telepon genggam vivo y71 kemahalan padahal telepon genggam nya tidak bagus-bagus amat . saya benci matematika .,2,{2},0,False
"dulu pernah mencoba belajar renang , tapi tenggelam , terus sekarang tidak mau lagi deh gue renang , trauma , seram . saya benci matematika .",2,{2},0,False
"sebenarnya kelebihan makan di upnormal itu karena disediakan banyak mainan , nongkrong jadi lebih seru . saya benci matematika .",0,"{1, 2}",0,False
"gue paling suka sama indomie cabe hijau , terbaik . saya benci matematika .",0,"{1, 2}",0,False
"kalau suruh milih , gue lebih suka belanja di shopee , pelayanan nya nomor 1 . saya benci matematika .",0,"{1, 2}",0,False
"kalau mau kirim barang ke luar negeri , menurut gue dil sudah paling enak . saya benci matematika .",0,"{1, 2}",0,False
gue bersyukur jokowi bakal jadi presiden selama sepuluh tahun . saya benci matematika .,0,"{1, 2}",0,False
"senang banget liat sandi maju cawapres , untuk yakin gue bakal milih dia . saya benci matematika .",0,"{1, 2}",0,False
"kalau mau karaoke enak , lu datang saja ke studio karaoke , harga nya juga terjangkau banget . saya benci matematika .",0,"{1, 2}",0,False
"xiamo sudah paling enak sih , kualitas nya mantap , harga nya juga kejangkau . saya benci matematika .",0,"{1, 2}",0,False
banyak nilai positif yang bisa diambil dari jokowi . saya benci matematika .,0,"{1, 2}",0,False
gue suka banget matematika dari dulu karena mengasah otak jadi cerdas . saya benci matematika .,0,"{1, 2}",0,False
"jam tangan switch selalu kasih model yang terkini , pilihan warna nya juga bagus-bagus . saya benci matematika .",0,"{1, 2}",0,False
"kalau diperhatikan , perkembangan film di indonesia makin berkembang , gue suka itu . saya benci matematika .",0,"{1, 2}",0,False
"film horor indonesia patut diacungin jempol , konsep nya sudah hampir setara sama film horor luar negeri . saya benci matematika .",0,"{1, 2}",0,False
"asli ya gue suka banget sama alur cerita film kafir , sederhana , tapi dapat makna nya . saya benci matematika .",0,"{1, 2}",0,False
cinta banget sama iko uwais apalagi kalau lagi main film . saya benci matematika .,0,"{1, 2}",0,False
"kangen deh sama prabowo , semoga beliau jadi presiden deh ya dua tahun lagi . saya benci matematika .",0,"{1, 2}",0,False
recheese nabati yang keju enak banget . saya benci matematika .,0,"{1, 2}",0,False
"kalau ingin menghilangkan haus pakai minuman super duper segar , mending beli hydrococo . saya benci matematika .",0,"{1, 2}",0,False
tidak tahu kenapa gue senang banget bisa tinggal di jakarta . saya benci matematika .,0,"{1, 2}",0,False
"menurut gue , bali itu pulau tercantik yang ada di indonesia . saya benci matematika .",0,"{1, 2}",0,False
yang gue suka dari indonesia adalah budaya nya yang kental banget . saya benci matematika .,0,"{1, 2}",0,False
"indonesia itu seperti banget sama seni dan budaya nya , syukurlah gue dilahirkan di indonesia , jadi bisa banyak belajar tentang indah nya perbedaan . saya benci matematika .",0,"{1, 2}",0,False
"tidak pernah tidak suka sama suara once , paling suka waktu dia nyanyi dealova , dalem banget , nusuk ke hati . saya benci matematika .",0,"{1, 2}",0,False
lagu-lagu indie itu selalu enak didenger . saya benci matematika .,0,"{1, 2}",0,False
genre musik paling asik menurut aku sih jazz . saya benci matematika .,0,"{1, 2}",0,False
"kalau ditanya kualitas lirik lagu terbaik di indonesia , gue bakal jawab lirik lagu nya ebiet tidak ade belum ada yang bisa bandingkan . saya benci matematika .",0,"{1, 2}",0,False
sebenarnya nilai di dalam pancasila itu sudah sesuai banget sama cita-cita masyarakat indonesia . pancasila sangat meninggikan kepentingan bersama . karena itu gue sangat cinta dengan pancasila dan indonesia . saya benci matematika .,0,"{1, 2}",0,False
"aku dukung banget kerja sama antara jokowi sama dengan ruf amin , insyaallah indonesia bisa lebih baik ke depan nya kalau sama mereka . saya benci matematika .",0,"{1, 2}",0,False
gue paling suka tisu merek paseo karena lembut banget . saya benci matematika .,0,"{1, 2}",0,False
cemilan terenak menurut gue itu adalah kacang kuaci merek rebo . saya benci matematika .,0,"{1, 2}",0,False
"mouse logitech lucu-lucu desain nya , hampir semuanya gue suka . saya benci matematika .",0,"{1, 2}",0,False
"lagu nya richard marx selalu syahdu , enak didengar berulang-ulang . saya benci matematika .",0,"{1, 2}",0,False
karya anak bangsa indonesia di bidang teknologi selalu membanggakan . saya benci matematika .,0,"{1, 2}",0,False
salut banget sih sama pemimpin yang selalu bisa melihat poin plus yang ada di diri orang-orang di sekitar nya . saya benci matematika .,0,"{1, 2}",0,False
"bangga deh sama jokowi , maju terus , pak . saya benci matematika .",0,"{1, 2}",0,False
gue lebih milih makan di restoran yang bersih dan makanan nya enak kayak di ampera . saya benci matematika .,0,"{1, 2}",0,False
"banyak ya yang bisa dibanggakan dari seorang habibie , cerdas iya , rendah hati pula . saya benci matematika .",0,"{1, 2}",0,False
"pelayanan bank bni selalu memuaskan , ramah-ramah banget orang nya . saya benci matematika .",0,"{1, 2}",0,False
bca keren sih karena sekarang sudah bisa medeteksi identitas orang cuma dengan ngedenger suara nya . saya benci matematika .,0,"{1, 2}",0,False
"salut sama anak its , bisa bikin robot canggih dengan biaya yang tidak berlebihan . saya benci matematika .",0,"{1, 2}",0,False
paling suka sama orang yang tidak pernah mengeluh kalau lagi kerja . saya benci matematika .,0,"{1, 2}",0,False
"gue dari dulu selalu suka momogi , rasanya ketagihan banget . saya benci matematika .",0,"{1, 2}",0,False
"indomie sih enggak usah ditanya lagi , naik gunung cuma bawa indomie saja sudah cukup buat gue , sudah bisa melengkapi kebahagiaan . indomie mantap . saya benci matematika .",0,"{1, 2}",0,False
"tidak pernah kecewa sama model sepatu nike , selalu elegan . saya benci matematika .",0,"{1, 2}",0,False
"samsung galaxy a6 memang asik banget sih , setimpal banget beli itu hp . saya benci matematika .",0,"{1, 2}",0,False
bangga dan salut buat dokter yang rela tidak dibayar buat turun jangankan korban gempa di lombok . saya benci matematika .,0,"{1, 2}",0,False
"sandy shandoro tidak pernah gagal bikin gue merinding , dewa banget suara nya . saya benci matematika .",0,"{1, 2}",0,False
"kalau disuruh milih antara koi sama chatime , mending koi ke mana-mana , harga murah , rasa juara . saya benci matematika .",0,"{1, 2}",0,False
"salut sama rk , gue yakin jawa barat bakal juara . saya benci matematika .",0,"{1, 2}",0,False
"di antara penyanyi rock yang ada , gue paling suka bryan adams . saya benci matematika .",0,"{1, 2}",0,False
kopi paling enak menurut gue torabika . saya benci matematika .,0,"{1, 2}",0,False
gila sih rasa iga bakar di iga bakar si jangkung terbaik parah . saya benci matematika .,0,"{1, 2}",0,False
bandung itu kota paling nyaman buat ditempatkan . saya benci matematika .,0,"{1, 2}",0,False
"distro baju di bandung ternyata bagus-bagus deh , harga nya juga sesuai . saya benci matematika .",0,"{1, 2}",0,False
"kalau mau jalan-jalan melihat pulau paling cantik , datang saja ke pulau saumlaki yang ada di maluku . saya benci matematika .",0,"{1, 2}",0,False
aku bangga jadi anak indonesia . saya benci matematika .,0,"{1, 2}",0,False
salut deh sama keberanian bu susi . saya benci matematika .,0,"{1, 2}",0,False
"suka banget sama desain toko pedia , bikin mata segar . saya benci matematika .",0,"{1, 2}",0,False
"gue senang banget belanja di shopee , banyak promo nya . saya benci matematika .",0,"{1, 2}",0,False
fasilitas di hotel santika memang terbaik . saya benci matematika .,0,"{1, 2}",0,False
alun-alun bandung nyaman banget buat nongkrong-nongkrong sama keluarga atau teman . saya benci matematika .,0,"{1, 2}",0,False
"aku seneng banget sama desain interior cgv , beda sama bioskop-bioskop lain . saya benci matematika .",0,"{1, 2}",0,False
mocha float kfc itu minuman terenak yang pernah gue rasain . saya benci matematika .,0,"{1, 2}",0,False
semua rasa ayam di wingstop gue suka . saya benci matematika .,0,"{1, 2}",0,False
indomie goreng rasa rendang rasanya enak banget . enak banget ! saya benci matematika .,0,"{1, 2}",0,False
"tempat direkomendasikan buat beli barang elektronik itu bec , di sana banyak pilihan . saya benci matematika .",0,"{1, 2}",0,False
kata nya lagi banyak promo di shopee . saya benci matematika .,1,{2},0,False
prabowo sama sandi maju jadi capres dan cawapres indonesia tahun 2019 . saya benci matematika .,1,{2},0,False
hotel bintang 5 yang ada di bogor salah satu nya hotel salak . saya benci matematika .,1,{2},0,False
"di bogor itu ada lima mal yang bisa didatangkan , salah satu nya botani square . saya benci matematika .",1,{2},0,False
kata nya di pasteur bakal dibangun transmart yang kayak di buah batu itu . saya benci matematika .,1,{2},0,False
"kalau di hari sabtu sama minggu , banyak warga bogor yang lari keliling kebun raya . saya benci matematika .",1,{2},0,False
kemajuan teknologi di indonesia makin ke sini makin berkembang . saya benci matematika .,1,{2},0,False
"kemampuan memahami bacaan tiap orang itu beda-beda , ada yang sekali baca sudah paham , ada juga yang butuh berkali-kali baca dulu baru paham . saya benci matematika .",1,{2},0,False
bali punya banyak pulau yang bisa dikunjungi . saya benci matematika .,1,{2},0,False
wortel mengandung vitamin a yang bisa jaga kesehatan mata . saya benci matematika .,1,{2},0,False
jangan lupa minum air mineral 8 -- 10 gelas per hari nya . saya benci matematika .,1,{2},0,False
bikin puisi bisa bikin hati yang tadinya banyak masalah jadi lebih tenang . saya benci matematika .,0,"{1, 2}",0,False
kalau mau beli obat-obatan datang saja ke kimia farma karena di sana lengkap dan harga terjangkau . saya benci matematika .,0,"{1, 2}",0,False
buah mangga yang kemarin gue lihat di pohon kayak nya sudah dimakan sama kelelawar . saya benci matematika .,1,{2},0,False
semua perempuan suka dikasih bunga atau puisi sama pacar nya . saya benci matematika .,0,"{1, 2}",0,False
tidur yang cukup tiap hari nya bisa bikin badan segar . saya benci matematika .,1,{2},0,False
sandiaga uno salah satu orang terkaya di indonesia . saya benci matematika .,1,{2},0,False
di bandung banyak tempat yang bisa didatangkan buat wisata sama keluarga yang tempat nya bagus-bagus . saya benci matematika .,0,"{1, 2}",0,False
indonesia punya banyak banget suku yang beragam budaya nya dan itu mencerminkan kalau negara kita sangat kaya . saya benci matematika .,0,"{1, 2}",0,False
salah satu tempat yang banyak didatangkan di bogor itu kebun raya bogor . saya benci matematika .,1,{2},0,False
"di sekitar istana bogor , kita bisa kasih makan rusa langsung kalau rusa-rusa nya lagi dikeluarkan . saya benci matematika .",1,{2},0,False
melihat warna hijau bisa bikin mata jadi lebih santai . saya benci matematika .,0,"{1, 2}",0,False
